seq_no,instn_code,instn_name,instn_srvc_type_cde,instn_srvc_type,instn_blk_hse_no,instn_street_name,instn_flr_no,instn_unit_no,instn_bldg_name,instn_pc,instn_ofc_no,instn_email,ap_user_name
201700000419,RC1787,SUPER TALENT CHILDCARE LTD,CC,Childcare Centre,122.0,PAYA LEBAR WAY,1.0,2903.0,,381122,68443550.0,macpherson122@supertalent.com.sg,
201700000421,PT9389,CARPE DIEM STARLETS SPARKLE PTE. LTD.,CC,Childcare Centre,167.0,JALAN BUKIT MERAH,4.0,15.0,CONNECTION ONE TOWER 4,150167,62649366.0,SPARKLE@CARPEDIEM.COM.SG,
201700000426,17M0241,CHIRON MEDICAL CLINIC,HC,Healthcare Institution,3.0,ST. GEORGE'S ROAD,1.0,95.0,ST GEORGE'S WEST GARDENS,320003,62914963.0,chironclinic95@gmail.com,
201700000427,17M0238,CLEARBRIDGE MEDICAL GROUP,HC,Healthcare Institution,11.0,KEE SENG STREET,1.0,2.0,ONZE @ TANJONG PAGAR,89218,62233303.0,info@cbmgasia.com,
201500000687,RC1772,WESLEY VINEYARD CHILDCARE LTD.,CC,Childcare Centre,44.0,LORONG 5 TOA PAYOH,1.0,117.0,,310044,62580102.0,principal_TP@wvc.org.sg,
201500000688,RC1773,WESLEY VINEYARD CHILDCARE LTD.,CC,Childcare Centre,504.0,SERANGOON NORTH AVE 4,1.0,470.0,,550504,64818455.0,principal_SN@wvc.org.sg,
201600000386,SS20167931,Your Eye Guardian,OS,Optical Shop,18.0,JALAN MEMBINA,2.0,10.0,,164018,62753373.0,youreyeguardian@gmail.com,
201700000602,17M0347,E K WOMEN'S CLINIC,HC,Healthcare Institution,101.0,IRRAWADDY ROAD,13.0,14.0,ROYAL SQUARE AT NOVENA,329565,69269818.0,DR.TANENGKIEN@GMAIL.COM,
201900000455,SS20208119,EYE'S VISION & OPTICS NEW UPPER CHANGI,OS,Optical Shop,59.0,NEW UPPER CHANGI ROAD,,1236.0,,461059,64441241.0,vision_59@hotmail.com,
201900000456,SS20208120,EYE'S VISION & OPTICS,OS,Optical Shop,59.0,NEW UPPER CHANGI ROAD,1.0,1236.0,,461059,64441241.0,Vision_59@hotmail.com,
201700000440,17M0244,IDOC CLINIC,HC,Healthcare Institution,21.0,HOUGANG STREET 51,1.0,43.0,HOUGANG GREEN SHOPPING MALL,538719,69093485.0,briananthonytian@gmail.com,
201700000450,17M0254,GOODDOCTORS MEDICAL CLINIC,HC,Healthcare Institution,18.0,YISHUN AVENUE 9,2.0,55.0,JUNCTION NINE,768897,69093457.0,contact@gooddoctors.com.sg,
201700000453,17D0262,HORIZON DENTAL SURGERY,HC,Healthcare Institution,151.0,CHIN SWEE ROAD,1.0,,MANHATTAN HOUSE,169876,67335388.0,helen@qnm.sg,
201700000477,17M0273,ONECARE CLINIC TAMPINES MRT,HC,Healthcare Institution,20.0,TAMPINES CENTRAL 1,1.0,27.0,TAMPINES MRT STATION,529538,67853702.0,tampinesmrt@onecaremedical.com.sg,
201700000478,17D0271,TAG DENTAL,HC,Healthcare Institution,140.0,UPPER BUKIT TIMAH ROAD,2.0,,BEAUTY WORLD PLAZA,588176,62199874.0,info@tagdental.sg,
201700000523,17D0305,DP DENTAL,HC,Healthcare Institution,9.0,SCOTTS ROAD,7.0,1.0,PACIFIC PLAZA,228210,62820122.0,HEAL@LINGUADONTICS.COM,
201700000524,SS20177995,VISUAL ART'S OPTICS(JUNCTION 9),OS,Optical Shop,18.0,YISHUN AVENUE 9,1.0,67.0,JUNCTION NINE,768897,62551669.0,visualarts.j9@yahoo.com,
201700000682,17M0393,PANCARE MEDICAL CLINIC,HC,Healthcare Institution,133.0,ANG MO KIO AVENUE 3,1.0,1651.0,KEBUN BARU SPRING,560133,62583186.0,,
201700000695,17M0399,WISMA GEYLANG SERAI CLINIC & SURGERY,HC,Healthcare Institution,1.0,GEYLANG SERAI,1.0,208.0,SRI GEYLANG SERAI,402001,67478072.0,WISMAGSCS@GMAIL.COM,
201800000100,EP16139,IMPETUZ LLP,EI,Early Intervention Programmes,60.0,PAYA LEBAR ROAD,4.0,40.0,PAYA LEBAR SQUARE,409051,,contactus@impetuzllp.com,
201900000027,PT9531,MAPLEBEAR SHINING STARS PTE LTD,CC,Childcare Centre,77.0,PASIR RIS AVENUE,,,PASIR RIS BEACH PARK,519732,82018028.0,PASIRRIS@MAPLEBEAR.SG,
201900000085,PT9533,DEERLAND PRE-SCHOOL,CC,Childcare Centre,199.0,TOA PAYOH NORTH,1.0,1019.0,TOA PAYOH SPRING,310199,62561949.0,PAMPHUA7@SINGNET.COM.SG,
201900000286,SS20198091,HIROCON PTE LTD,OS,Optical Shop,277.0,ORCHARD ROAD,,,ORCHARD GATEWAY,238858,,tradition@hirocon-net.com,
201900000366,EP16152,DYSLEXIA ASSOCIATION OF SINGAPORE (DAS),EI,Early Intervention Programmes,80.0,MARINE PARADE ROAD,22.0,,PARKWAY PARADE,449269,,edmen@das.org.sg,
201700000430,17M0242,ESTEEMED MEDICAL CLINIC,HC,Healthcare Institution,260.0,ANG MO KIO STREET 21,1.0,1.0,MULTI STOREY CAR PARK,560260,69248215.0,ESTEEMEDMEDICAL@GMAIL.COM,
201700000482,PT9409,STAR LEARNERS @ UPPER BUKIT TIMAH PTE LTD,CC,Childcare Centre,25.0,ALMOND CRESCENT,,,,677781,62500173.0,mengwei.tan@starlearners.com.sg,
201700000484,PT9400,BLOSSOM BLISSPARKLE CENTRE PTE LTD,CC,Childcare Centre,60.0,FABER TERRACE,,,FABER HILLS,129040,67792363.0,marisato@blossom.sg,
201700000486,PT9392,AGAPE LITTLE UNI. @ UPPER SERANGOON PTE LTD,CC,Childcare Centre,,UPPER SERANGOON CRESCENT,1.0,353.0,HOUGANG PARKEDGE,538473,69209473.0,USC473D@AGAPELITTLEUNI.COM,
201700000487,17D0280,LIVERPOOL DENTAL CARE,HC,Healthcare Institution,704.0,ANG MO KIO AVENUE 8,1.0,2545.0,,560704,64560406.0,,
201700000490,17M0277,PINETREE MEDICAL CLINIC,HC,Healthcare Institution,86.0,BEDOK NORTH STREET 4,1.0,175.0,,460086,66791149.0,pinetreedoctor@gmail.com,
201700000492,17D0281,SMILES R US DENTAL (888),HC,Healthcare Institution,888.0,WOODLANDS DRIVE 50,1.0,739.0,888 PLAZA,730888,67478062.0,smilesrus_dental@hotmail.sg,
201700000667,MCPH1700441,UNITY BY FAIRPRICE (HJPT )HYPER JURONG POINT,PH,Pharmacy,63.0,JURONG WEST CENTRAL 3,3.0,1.0,JURONG POINT,648331,68881888.0,muhjpt@fairprice.com.sg,
201700000669,MCPH1700372,WATSON'S PERSONAL CARE STORES PTE LTD (CHANGI AIRPORT T4 CHECK IN HALL),PH,Pharmacy,10.0,AIRPORT BOULEVARD,2.0,7.0,CHANGI AIRPORT TERMINAL 4,819665,63857402.0,yanting.toh@watsons.com.sg,
201600000637,EP16116,AUTISM PARTNERSHIP,EI,Early Intervention Programmes,,RIVER VALLEY ROAD,5.0,,VALLEY POINT,248373,64633095.0,sherrianne@autismpartnershipsg.com,
201800000207,SS20188025,EYE GLASS,OS,Optical Shop,531.0,UPPER CROSS STREET,2.0,66.0,HONG LIM COMPLEX,50531,65350266.0,eyeglassyj@gmail.com,
201800000566,MKC0192019,NASCANS PTE. LTD.,KN,Kindergarten,31.0,ANCHORVALE DRIVE,,,ANCHOR GREEN PRIMARY SCHOOL,544969,62644623.0,info@nascans.com,
201800000567,MKC0242019,NASCANS PTE. LTD.,KN,Kindergarten,11.0,CHOA CHU KANG STREET 54,,,KRANJI PRIMARY SCHOOL,689189,62644623.0,info@nascans.com,
201800000568,MKC0232019,NASCANS PTE. LTD.,KN,Kindergarten,7.0,LORONG 8 TOA PAYOH,,,FIRST TOA PAYOH PRIMARY SCHOOL,319252,62644623.0,info@nascans.com,
201800000569,MKC0252019,RAFFLES STUDENT CARE LEARNING CENTRE LLP,KN,Kindergarten,70.0,FERNVALE LINK SINGAPORE,,,FERN GREEN PRIMARY SCHOOL,797538,65099672.0,kcfg@rafflesstudentcare.com,
201800000570,MKC0222019,THE ENABLERS II PRIVATE LIMITED,KN,Kindergarten,15.0,CLEMENTI AVENUE 5,,,PEI TONG PRIMARY SCHOOL,129857,96255918.0,te2_admin@nable2.com,
201800000571,MKC0202019,PRO - TEACH SCHOOLCARE (FERNVALE),KN,Kindergarten,1.0,FERNVALE LANE,,,FERNVALE PRIMARY SCHOOL,797701,92471090.0,fernvale@pro-teach.com,
201800000572,MKC0212019,PRO - TEACH SCHOOLCARE (WELLINGTON),KN,Kindergarten,10.0,WELLINGTON CIRCLE,,,WELLINGTON PRIMARY SCHOOL,757702,91528011.0,wellington@pro-teach.com,
201800000573,KM0019,MOE KINDERGARTEN @ ANCHOR GREEN,KN,Kindergarten,31.0,ANCHORVALE DRIVE,,,ANCHOR GREEN PRIMARY SCHOOL,544969,68861356.0,mk_anchorgreen@moe.edu.sg,
201800000574,KM0020,MOE KINDERGARTEN @ FERNVALE,KN,Kindergarten,1.0,FERNVALE LANE,,,FERNVALE PRIMARY SCHOOL,797701,63124121.0,mk_fernvale@moe.edu.sg,
201800000575,KM0021,MOE KINDERGARTEN @ WELLINGTON,KN,Kindergarten,10.0,WELLINGTON CIRCLE,,,WELLINGTON PRIMARY SCHOOL,757702,62190341.0,mk_wellington@moe.edu.sg,
201800000576,KM0022,MOE KINDERGARTEN @ PEI TONG,KN,Kindergarten,15.0,CLEMENTI AVE 5,,,PEI TONG PRIMARY SCHOOL,129857,67775458.0,mk_peitong@moe.edu.sg,
201800000577,KM0023,MOE KINDERGARTEN @ FIRST TOA PAYOH,KN,Kindergarten,7.0,LORONG 8 TOA PAYOH,,,FIRST TOA PAYOH PRIMARY SCHOOL,319252,62567822.0,ftpps@moe.edu.sg,
201800000578,KM0024,MOE KINDERGARTEN @KRANJI,KN,Kindergarten,11.0,CHUA CHU KANG STREET 54,,,KRANJI PRIMARY SCHOOL,689189,67634812.0,kranji_ps@moe.edu.sg,
201800000579,KM0025,MOE KINDERGARTEN @ FERN GREEN,KN,Kindergarten,70.0,FERNVALE LINK,,,FERN GREEN PRIMARY SCHOOL,797538,66341318.0,Josline_KOH@schools.gov.sg,
201900000013,19M0007,BRADDELL FAMILY CLINIC,HC,Healthcare Institution,124.0,LORONG 1 TOA PAYOH,1.0,489.0,,310124,62536288.0,braddellclinic@gmail.com,
201900000015,19M0008,EH MEDICAL FAMILY CLINIC (BUKIT BATOK),HC,Healthcare Institution,292.0,BUKIT BATOK EAST AVENUE 6,1.0,7.0,,650292,62551368.0,eh.medical.sg@gmail.com,
201900000273,SS20198087,VISUAL ART'S OPTICS & CONTACT LENS CENTRE(YISHUN),OS,Optical Shop,102.0,YISHUN AVENUE 5,1.0,109.0,,760102,62577669.0,va183183@yahoo.com.sg,
201700000213,SS20177974,EYEWEAR CASTLE,OS,Optical Shop,85.0,MARINE PARADE CENTRAL,1.0,666.0,,440085,,eyewearcastle@gmail.com,
201700000214,SS20177968,COLUMBIA OPTICAL & TRADING,OS,Optical Shop,159.0,BUKIT BATOK STREET 11,1.0,190.0,,650159,65675062.0,columbia@optician.com,
201700000215,EP16122,AWWA LTD,EI,Early Intervention Programmes,47.0,FERNVALE LINK,,,,797537,,Karthik@awwa.org.sg,
201700000636,EP12078,KIDS MEDICAL SPECIALIST PTE LTD,EI,Early Intervention Programmes,301.0,UPPER THOMSON ROAD,2.0,2.0,THOMSON PLAZA,574408,64510028.0,s_lam@specialkidsclinic.com.sg,
201700000637,EP14091,ZEE PLAYHOUSE PTE LTD,EI,Early Intervention Programmes,,BUKIT TIMAH ROAD,,,,259699,,gobell2000@yahoo.com.sg,
201800000026,18D0012,Q & M DENTAL SURGERY (YISHUN CENTRAL),HC,Healthcare Institution,930.0,YISHUN AVENUE 2,3.0,26.0,NORTHPOINT SHOPPING CENTRE,769098,62571548.0,foosj@qandm.com.sg,
201800000027,18M0014,THE TENTERAM CLINIC,HC,Healthcare Institution,,JALAN TENTERAM,1.0,549.0,TENTERAM PEAK,322116,62660196.0,thetenteramclinic@gmail.com,
201800000028,KM0018,MOE KINDERGARTEN @ WATERWAY,KN,Kindergarten,70.0,PUNGGOL DRIVE,,,WATERWAY PRIMARY SCHOOL,828802,63150082.0,mk_waterway@moe.edu.sg,
201800000029,KM0017,MOE KINDERGARTEN @ PUNGGOL COVE,KN,Kindergarten,52.0,SUMANG WALK,,,PUNGGOL COVE PRIMARY SCHOOL,828674,62822375.0,mk_punggolcove@moe.edu.sg,
201800000030,KM0016,MOE KINDERGARTEN @ OASIS,KN,Kindergarten,71.0,EDGEFIELD PLAINS,,,OASIS PRIMARY SCHOOL,828716,62824864.0,mk_oasis@moe.edu.sg,
201800000031,MKC0182018,KNOWLEDGE PARK EDUCARE PTE LTD,KN,Kindergarten,70.0,PUNGGOL DRIVE,,,WATERWAY PRIMARY SCHOOL,828802,81262378.0,waterwayscc@knowledgepark.com.sg,
201800000032,MKC0172018,KNOWLEDGE PARK EDUCARE PTE LTD,KN,Kindergarten,52.0,SUMANG WALK,,,PUNGGOL COVE PRIMARY SCHOOL,828674,96670637.0,punggolcove@knowledgepark.com.sg,
201800000033,MKC0162018,YOUNG MEN'S CHRISTIAN ASSOCIATION OF SINGAPORE,KN,Kindergarten,71.0,EDGEFIELD PLAINS,,,OASIS PRIMARY SCHOOL,828716,65862222.0,cdcscc@ymca.edu.sg,
201800000042,18M0020,LIM CLINIC,HC,Healthcare Institution,295.0,CHANGI ROAD,,,,419773,67426335.0,limfamilyclinic@singnet.com.sg,
201800000052,18M0024,RC'S FAMILY CLINIC PTE LTD,HC,Healthcare Institution,,SENJA ROAD,1.0,3.0,SENJA GATEWAY,673635,64688006.0,rcfamclinic@gmail.com,
201800000086,18M0043,CLARION MEDICAL,HC,Healthcare Institution,202.0,ANG MO KIO AVENUE 3,1.0,1676.0,ANG MO KIO VIEW,560202,63530818.0,clarionmedic@gmail.com,
201800000087,18M0041,ISLAND FAMILY CLINIC (ANCHORVALE),HC,Healthcare Institution,338.0,ANCHORVALE CRESCENT,1.0,2.0,,540338,62810174.0,anchorvale@islandfamilyclinic.com,
201500000670,15D0286,ADVANCED DENTAL CLINIC PASIR RIS PTE LTD,HC,Healthcare Institution,259.0,PASIR RIS STREET 21,2.0,32.0,LOYANG POINT,510259,63843384.0,,
201500000673,15D0288,HEARTLAND DENTAL PTE LTD,HC,Healthcare Institution,630.0,BUKIT BATOK CENTRAL,1.0,152.0,,650630,65645540.0,heartlanddental.bb@gmail.com,
201600000421,SS20167932,Visionlink Eyecare,OS,Optical Shop,18.0,YISHUN AVENUE 9,2.0,53.0,JUNCTION NINE,768897,62649288.0,visionlink96@gmail.com,
201600000585,PT9312,PRE-SCHOOL BY-THE-PARK (EVANS) PTE LTD,CC,Childcare Centre,26.0,EVANS ROAD,1.0,8.0,EVAN HOSTEL,259367,67346543.0,EVANS@BYTHEPARK.COM.SG,
201600000588,PT9314,KIDDY UP PTE LTD,CC,Childcare Centre,12.0,QUEEN STREET,4.0,1.0,HOTEL ROYAL @ QUEENS,188553,69091311.0,contact@vivschoolhouse.com,
201600000590,16C0357,DENTAL FOCUS JUNCTION 10 CLINIC,HC,Healthcare Institution,1.0,WOODLANDS ROAD,1.0,,TEN MILE JUNCTION,677899,67690389.0,JUNCTION10@SMILESDFI.COM,
201600000593,16M0354,KATONG FAMILY CLINIC PTE LTD,HC,Healthcare Institution,263.0,TANJONG KATONG ROAD,1.0,3.0,SUITES@ KATONG,437050,62034192.0,katongfamilyclinic@gmail.com,
201600000597,16M0352,ONECARE CLINIC MARINE PARADE,HC,Healthcare Institution,81.0,MARINE PARADE CENTRAL,1.0,644.0,,440081,63441620.0,marineparade@onecaremedical.com.sg,
201800000564,18M0332,ONG CLINIC & SURGERY (YISHUN),HC,Healthcare Institution,293.0,YISHUN STREET 22,1.0,223.0,,760293,,,
201500000700,ST0154,PCF SPARKLETOTS PRESCHOOL @ TAMPINES WEST BLK 890A (CC),CC,Childcare Centre,,TAMPINES AVENUE 1,1.0,309.0,,521890,62600316.0,Nur.Sulastri@PCF.ORG.SG,
201700000683,MKC0072018,ACE @ WORK SCHOOLCARE PTE. LTD.,KN,Kindergarten,98.0,PUNGGOL WALK,,,PUNGGOL GREEN PRIMARY SCHOOL,828772,68998622.0,pamela@aceatwork.com.sg,
201700000684,MKC0082018,YOUNG MEN'S CHRISTIAN ASSOCIATION OF SINGAPORE,KN,Kindergarten,15.0,FERNVALE ROAD,,,SENGKANG GREEN PRIMARY SCHOOL,797636,65862222.0,cdcscc@ymca.edu.sg,
201700000685,MKC0092018,NASCANS PTE. LTD.,KN,Kindergarten,60.0,BUKIT PANJANG RING ROAD,,,WEST SPRING PRIMARY SCHOOL,679946,62644623.0,info@nascans.com,
201700000686,MKC0062018,RAFFLES STUDENT CARE CENTRE LLP,KN,Kindergarten,20.0,JURONG WEST ST 61,,,FRONTIER PRIMARY SCHOOL,648200,63878308.0,admin@RafflesStudentCare.com,
201700000687,PT9430,CHERRY KIDZ MONTESSORI CHILDCARE LLP,CC,Childcare Centre,405.0,SEMBAWANG ROAD,,,PLATINA GARDENS,758385,64811316.0,SALBIAHRUMLEE@GMAIL.COM,
201700000689,17M0395,MEDIVALE MEDICAL CLINIC,HC,Healthcare Institution,236.0,YISHUN RING ROAD,1.0,1012.0,YISHUN HEARTS,760236,62570141.0,medivalemc@outlook.com,
201700000693,SS20178012,SPECTACLE HUT PTE LTD,OS,Optical Shop,1.0,KIM SENG PROMENADE,1.0,130.0,GREAT WORLD CITY,237994,,shgwc@spectaclehut.com.sg,
201800000053,18M0028,K2 MEDICAL CLINIC,HC,Healthcare Institution,248.0,SIMEI STREET 3,1.0,128.0,MULTI STOREY CAR PARK,520248,65881322.0,info@k2withyou.com,
201800000066,SS20188017,EAGLE EYE OPTICS,OS,Optical Shop,12.0,HAIG ROAD,1.0,349.0,,430012,,eagleeyeopticssg@gmail.com,
201800000110,PT9444,HARMONI PRESKOOL @ YISHUN PTE LTD,CC,Childcare Centre,676.0,YISHUN RING ROAD,1.0,1.0,MULTI STOREY CAR PARK,760676,67197933.0,adm.greenlandyishun@gmail.com,
201800000140,18M0078,CENTRAL 24-HR CLINIC ( PIONEER NORTH ),HC,Healthcare Institution,959.0,JURONG WEST STREET 92,1.0,160.0,,640959,62512775.0,CHIEWKAI@CENTRALCLINIC.COM.SG,
201800000162,18M0098,TPC MEDICAL CLINIC,HC,Healthcare Institution,7.0,WALLICH STREET,,15.0,TANJONG PAGAR CENTRE,78884,63868980.0,tpcmedical@singnet.com.sg,
201500000662,PT9193,LES PETITS GAULOIS PTE. LTD.,CC,Childcare Centre,895.0,EAST COAST ROAD,,,,459098,64435400.0,WIRDAYANA@LESPETITSGAULOIS.COM,
201600000016,SS20167894,SOONG CHOON OPTICS PTE LTD - PAYA LEBAR,OS,Optical Shop,60.0,PAYA LEBAR ROAD,,48.0,PAYA LEBAR SQUARE,409051,67023982.0,pl.soongchoon@gmail.com,
201600000056,SS20167896,EyeChamp Young,OS,Optical Shop,83.0,PUNGGOL CENTRAL,2.0,31.0,WATERTOWN,828761,63860816.0,eyechampopthq@gmail.com,
201600000629,PT9330,QUALITY CENTRES (PTE. LTD.),CC,Childcare Centre,62.0,CECIL STREET,4.0,0.0,TPI BUILDING,49710,68160001.0,CONTACT@QUALITYCENTRES.COM,
201800000300,18M0163,PARKWAY SHENTON MEDICAL GROUP,HC,Healthcare Institution,681.0,PUNGGOL DRIVE,1.0,1.0,,820681,62448324.0,pspl.licensing@parkwaypantai.com,
201800000301,ST0196,PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST BLK 326 (CC),CC,Childcare Centre,326.0,SUMANG WALK,1.0,1.0,MULTI STOREY CAR PARK,820326,62450657.0,Shirley.KerkSL@pcf.org.sg,
201800000302,RC1789,SEVENTH-DAY ADVENTIST CONFERENCE (SINGAPORE) - ADVENTIST SCHOOLHOUSE,CC,Childcare Centre,90.0,JURONG EAST STREET 13,,,,609648,65624932.0,LEEMEI@SDAK.EDU.SG,
201900000095,19D0065,HEALTHWAY DENTAL,HC,Healthcare Institution,30.0,SEMBAWANG DRIVE,3.0,20.0,SUN PLAZA,757713,65551445.0,sunplaza@healthwaydentalgroup.com,
201900000165,19D0117,ALIGN BRACES CLINIC,HC,Healthcare Institution,68.0,ORCHARD ROAD,4.0,33.0,PLAZA SINGAPURA,238839,65130686.0,alignbracesclinic@gmail.com,
201900000166,19D0118,PENN PACIFIC DENTAL CENTER,HC,Healthcare Institution,160.0,ROBINSON ROAD,5.0,14.0,SINGAPORE BUSINESS FEDERATION CE,68914,69048482.0,info@ppdental.com.sg,
201700000167,SS20177966,SIN CHEW OPTICS & CONTACT LENS CENTRE,OS,Optical Shop,301.0,UPPER THOMSON ROAD,1.0,5.0,THOMSON PLAZA,574408,64599427.0,catngk@gmail.com,
201800000088,18M0044,VITACARE FAMILY CLINIC@SELETAR PTE.LTD.,HC,Healthcare Institution,417.0,FERNVALE LINK,1.0,3.0,,790417,63151608.0,vita3medical@gmail.com,
201800000094,PT9445,JUS INFANTS @ MACPHERSON PTE LTD,CC,Childcare Centre,47.0,KALLANG PUDDING ROAD,1.0,1.0,THE CRESCENT @ KALLANG,349318,81331708.0,crystalpoh@jusinfants.com,
201800000095,PT9447,MAPLEBEAR LEARNING JOURNEY PTE. LTD.,CC,Childcare Centre,22.0,THOMSON WALK,,,HAPPY PARK,574469,62554660.0,thomsonwalk@maplebear.sg,
201800000096,NT0579,MY FIRST SKOOL,CC,Childcare Centre,,CHOA CHU KANG CRESCENT,1.0,308.0,,681684,66349989.0,INFO@MYFIRSTSKOOL.COM,
201800000097,NT0578,MY FIRST SKOOL,CC,Childcare Centre,,WOODLANDS RISE,2.0,1.0,,735785,66349989.0,INFO@MYFIRSTSKOOL.COM,
201800000098,NT0580,MY FIRST SKOOL,CC,Childcare Centre,2.0,PUNGGOL DRIVE,,,,828803,66349989.0,INFO@MYFIRSTSKOOL.COM,
201800000099,PT9450,STAR LEARNERS @ BUKIT PANJANG PTE LTD,CC,Childcare Centre,522.0,JELAPANG ROAD,1.0,301.0,,670522,62500173.0,MENGWEI.TAN@STARLEARNERS.COM.SG,
201800000176,18D0105,ROYCE DENTAL SURGERY,HC,Healthcare Institution,153.0,BUKIT BATOK STREET 11,1.0,284.0,,650153,69096134.0,JANICE@ROYCEDENTAL.COM.SG,
201800000181,18M0081,WEE HEALTHFIRST MEDICAL CLINIC,HC,Healthcare Institution,378.0,CLEMENTI AVENUE 5,1.0,342.0,,120378,67775755.0,clementihealthfirstclinic@gmail.com,
201800000232,PT9496,ESHKOL VALLEY @ GOSPEL LIGHT PTE. LTD.,CC,Childcare Centre,39.0,PUNGGOL FIELD WALK,5.0,2.0,,828753,66120783.0,ESHKOLVALLEY.SG@GMAIL.COM,
201800000233,PT9462,KIDS EVERLAND HOUSE PTE. LTD.,CC,Childcare Centre,50.0,GAMBAS CRESCENT,1.0,25.0,PROXIMA@GAMBAS,757022,65131835.0,KIDSEVERLANDHOUSE@GMAIL.COM,
201800000234,18D0132,1728 DENTAL PRACTICE (ANG MO KIO),HC,Healthcare Institution,704.0,ANG MO KIO AVENUE 8,1.0,2559.0,,560704,96311728.0,info@1728dental.com.sg,
201500000847,PT9228,ISLANDER PRE-SCHOOL PTE LTD,CC,Childcare Centre,35.0,ALLANBROOKE ROAD,,,,99982,62742211.0,bridget.kang@etonhouse.edu.sg,
201500000893,SS20157887,VivaEyes,OS,Optical Shop,184.0,Toa Payoh Central,1.0,,,310184,62215446.0,vivaeyes.sg@gmail.com,
201600000441,SS20167934,EYESMILE OPTOMETRIST,OS,Optical Shop,10.0,SENGKANG SQUARE,1.0,114.0,KOPITIAM SQUARE,544829,63850298.0,eyesmileoptometrist@gmail.com,
201800000451,PT9493,MAPLEBEAR LEARNING LADDER PTE LTD,CC,Childcare Centre,2.0,HIGHGATE WALK,,,,598754,64672714.0,HIGHGATE@MAPLEBEAR.SG,
201800000597,SS20188061,EMM3 VISIONCARE,OS,Optical Shop,1.0,MARITIME SQUARE,2.0,91.0,HARBOURFRONT CENTRE,99253,,emmevisioncare@gmail.com,
201900000319,PT9699,LECLARE @ SHENTON PTE. LTD.,CC,Childcare Centre,7.0,SHENTON WAY,,,SINGAPORE CONFERENCE HALL,68810,97666834.0,clarissa@leclare.edu.sg,
201900000392,NT0592,MY FIRST SKOOL,CC,Childcare Centre,82.0,CIRCUIT ROAD,1.0,3.0,MULTI STOREY CAR PARK,370082,66349989.0,info@myfirstskool.com,
201700000547,17M0316,UNICARE FAMILY CLINIC & SURGERY,HC,Healthcare Institution,216.0,BOON LAY AVENUE,1.0,3.0,MULTI STOREY CAR PARK,640216,62660196.0,unicarefcs@gmail.com,
201700000548,NT0574,MY FIRST SKOOL,CC,Childcare Centre,676.0,WOODLANDS DRIVE 71,6.0,2.0,,730676,66349989.0,info@myfirstskool.com,
201700000549,NT0575,MY FIRST SKOOL,CC,Childcare Centre,,EDGEDALE PLAINS,1.0,739.0,WATERWAY VIEW,822682,66349989.0,INFO@MYFIRSTSKOOL.COM,
201700000550,RC1784,PPIS CHILD DEVELOPMENT CENTRE - JURONG WEST,CC,Childcare Centre,949.0,JURONG WEST STREET 91,1.0,709.0,NANYANG RUBY,640949,68176270.0,emildawati.bendiamin@ppis.sg,
201700000607,PT9404,REDPONY CENTRE CASHEW PTE. LTD.,CC,Childcare Centre,32.0,CASHEW TERRACE,,,CASHEW ESTATE,679564,84905810.0,redponycashew@gmail.com,
201800000194,PT9671,HOUSE ON THE HILL MONTESSORI PRE-SCHOOL,KN,Kindergarten,396.0,PASIR PANJANG ROAD,2.0,1.0,PASIR PANJANG POST OFFICE,118733,91680705.0,sunshine@houseonthehill.com.sg,
201800000196,PT9692,LITTLE SKITTLES INTERNATIONAL PRESCHOOL,KN,Kindergarten,11.0,MARGATE ROAD,,,,438052,91132061.0,baus.edu@gmail.com,
201800000197,PT9628,BELLO BAMBINI MONTESSORI PTE LTD,KN,Kindergarten,37.0,JALAN PEMIMPIN,1.0,12.0,MAPEX,577177,81819221.0,jaimemajalap@gmail.com,
201800000198,PT9455,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,CC,Childcare Centre,48.0,BOON LAY WAY,,,,609961,68617371.0,cv-jasmine@sunflowerkid.com,
201800000199,PT9458,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,CC,Childcare Centre,5.0,DEPOT ROAD,,,DEFENCE TECHNOLOGY BUILDING,109681,63731531.0,dp-masturaadam@sunflowerkid.com,
201800000200,PT9454,SUNFLOWER PRESCHOOL @ MINDEF PTE. LTD.,CC,Childcare Centre,307.0,BUKIT PANJANG LOOP,,,GOMBAK RECREATION CENTRE,669638,67683259.0,gb-indrani@sunflowerkid.com,
201800000201,PT9467,SUPERLAND PRE-SCHOOL (TBCC) PTE. LTD.,CC,Childcare Centre,,EU CHIN STREET,2.0,,TIONG BAHRU COMMUNITY CENTRE,169715,62241286.0,SUPERLANDTBCC@GMAIL.COM,
201800000256,PT9477,HOUSE ON THE HILL PTE. LTD.,CC,Childcare Centre,,BALMORAL CRESCENT,,,,259887,62586061.0,NEWTON@HOUSEONTHEHILL.COM.SG,
201800000259,PT9460,ROSEMARY HALL (KATONG) PTE. LTD.,CC,Childcare Centre,17.0,RAMBAI ROAD,,,,424336,64455765.0,ADMIN@ROSEMARYHALL.COM,
201800000278,PT9464,MINDCHAMPS PRESCHOOL@FUSION PTE LTD,CC,Childcare Centre,1.0,FUSIONOPOLIS WAY,3.0,3.0,CONNEXIS,138632,96349973.0,BELINDAYEO.PS@MINDCHAMPS.ORG,
