"seq_no","instn_code","instn_name","instn_srvc_type_cde","instn_srvc_type","instn_blk_hse_no","instn_street_name","instn_flr_no","instn_unit_no","instn_bldg_name","instn_pc","instn_ofc_no","instn_email","ap_user_name"
"201900000396","ST0240","PCF SPARKLETOTS PRESCHOOL @ MARINE PARADE BLK 46 (DS)","CC","Childcare Centre","46","MARINE CRESCENT","01","44","na","440046","64426945","Chin.Ne.Seow@pcf.org.sg","na"
"201900000397","ST0242","PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 126 (DS)","CC","Childcare Centre","126","BEDOK NORTH STREET 2","01","88","na","460126","62430031","khairuniza.ibrahim@pcf.org.sg","na"
"201900000398","ST0260","PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST BLK 262 (DS)","CC","Childcare Centre","262","TAMPINES STREET 21","01","272","na","520262","67834463","Bee.Hoon.Pek@pcf.org.sg","na"
"201900000399","ST0265","PCF SPARKLETOTS PRESCHOOL @ TAMPINES CENTRAL BLK 725 (DS)","CC","Childcare Centre","725","TAMPINES STREET 71","01","179","na","520725","67893677","Buay.Ngor.Choo@pcf.org.sg","na"
"201900000400","ST0270","PCF SPARKLETOTS PRESCHOOL @ HOUGANG BLK 328 (DS)","CC","Childcare Centre","328","HOUGANG AVENUE 5","01","196","na","530328","62825856","Khadijah.Yashin@pcf.org.sg","na"
"201900000401","ST0271","PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR - PUNGGOL BLK 414 (DS)","CC","Childcare Centre","414","HOUGANG AVENUE 10","01","1256","na","530414","63868507","Malika.Krishnan@pcf.org.sg","na"
"201900000402","ST0274","PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO - HOUGANG BLK 632 (DS)","CC","Childcare Centre","632","HOUGANG AVENUE 8","01","28","na","530632","62426952","Chin.Ping.Chua@pcf.org.sg","na"
"201900000403","ST0280","PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL BLK 231 (DS)","CC","Childcare Centre","231","COMPASSVALE WALK","01","436","na","540231","68817901","Li.Kin.Boon@pcf.org.sg","na"
"201900000404","ST0289","PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 301 (DS)","CC","Childcare Centre","301","ANG MO KIO STREET 31","01","1814","na","560301","64564995","Rafeahdah.Mohamed.Hussain@pcf.org.sg","na"
"201900000405","ST0296","PCF SPARKLETOTS PRESCHOOL @ BISHAN NORTH BLK 231 (DS)","CC","Childcare Centre","231","BISHAN STREET 23","01","21","na","570231","64549608","mei.mui.tan@pcf.org.sg","na"
"201700000515","EB0012","E-BRIDGE PRE-SCHOOL PTE LTD","CC","Childcare Centre","417A","FERNVALE LINK","01","172","FERNVALE RIVERWALK","791417","63363322","FERNVALE417@E-BRIDGE.EDU.SG","na"
"201700000516","EB0014","E-BRIDGE PRE-SCHOOL PTE LTD","CC","Childcare Centre","226A","SUMANG LANE","02","206","THE VERANDAH @ MATILDA","821226","69697329","VERANDAMATILDA@E-BRIDGE.EDU.SG","na"
"201700000517","PT9395","BRAINY BEE JUNIOR EDUCATION PTE. LTD.","CC","Childcare Centre","10","UPPER ALJUNIED LINK","04","08","na","367904","65844088","LIMBB3939@GMAIL.COM","na"
"201800000415","ST0203","PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 319 (EY)","CC","Childcare Centre","319","CLEMENTI AVENUE 4","01","55","CLEMENTI JADE","120319","67770864","Joanne.LuoM@pcf.org.sg","na"
"201800000416","ST0199","PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 462A (EY)","CC","Childcare Centre","462A","CLEMENTI AVENUE 3","01","01","CLEMENTI HEIGHTS","121462","67793135","Halimah.Binte.Othman@pcf.org.sg","na"
"201800000418","ST0204","PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 515 (CC)","CC","Childcare Centre","515","JURONG WEST STREET 52","01","17","na","640515","65656500","KALWANT.KAUR.GURBACHAN.SINGH@PCF.ORG.SG","na"
"201800000419","ST0200","PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH BLK 443 (EY)","CC","Childcare Centre","443","FERNVALE ROAD","01","411","FERNVALE VISTA","791443","66366816","Faizahhanim.Ahmad@pcf.org.sg","na"
"201900000240","19M0175","ONECARE CLINIC AMK CHENG SAN PTE LTD","HC","Healthcare Institution","531","ANG MO KIO AVENUE 10","01","2447","CHENG SAN CENTRE","560531","63522639","angmokio@onecaremedical.com.sg","na"
"201900000244","19M0176","PINNACLE FAMILY CLINIC (SERANGOON NORTH)","HC","Healthcare Institution","518","SERANGOON NORTH AVENUE 4","B1","208","na","550518","62193910","wenrui_1@hotmail.com","na"
"201900000245","19M0157","PLATINUM MEDICAL CLINIC AND SURGERY PTE LTD","HC","Healthcare Institution","513","YISHUN STREET 51","01","03","SARACA BREEZE @ YISHUN","760513","69740800","na","na"
"201600000205","SS20167910","Vision Lab Eyewear Premium Pte Ltd","OS","Optical Shop","53","ANG MO KIO AVENUE 3","01","04","AMK HUB","569933","64842800","jingyi@visionlabeyewear.com.sg","na"
"201700000343","SS20188035","BRILLIANT OPTICS","OS","Optical Shop","306","UBI AVENUE 1","01","209","na","400306","na","brilliantoptics1313@gmail.com","na"
"201700000509","17M0298","ABLE MEDICAL","HC","Healthcare Institution","201D","TAMPINES STREET 21","01","1129","na","524201","69093955","admin@ablemedical.com.sg","na"
"201700000511","17D0296","SMILE DESIGN DENTAL PRACTICE","HC","Healthcare Institution","10","JALAN SERENE","02","04","SERENE CENTRE","258748","64638588","INFO@SMILEDESIGNDENTAL.COM.SG","na"
"201700000698","SS20178009","W OPTICS","OS","Optical Shop","10","EUNOS ROAD 8","B1","140","SINGAPORE POST CENTRE","408600","67471548","singpost@woptics.sg","na"
"201800000638","PT9579","LODESTAR MONTESSORI PRESCHOOL PTE LTD","KN","Kindergarten","23","JALAN TELITI","na","na","na","537319","62418985","angie@lodestarmontessori.com","na"
"201900000296","SS20198088","KING POTATO EYEWEAR","OS","Optical Shop","328","CLEMENTI AVENUE 2","01","192","na","120328","na","ELAINEARH1@GMAIL.COM","na"
"201900000323","19D0215","Q & M DENTAL SURGERY (KOVAN) PTE LTD","HC","Healthcare Institution","203","HOUGANG STREET 21","01","87","na","530203","62463956","helen@qnm.sg","na"
"201900000350","19D0241","Q & M DENTAL SURGERY (CLEMENTI WEST) PTE LTD","HC","Healthcare Institution","725","CLEMENTI WEST STREET 2","01","206","na","120725","62611752","helen@qnm.sg","na"
"201900000377","19M0259","MAYFAIR MEDICAL CLINIC (YISHUN CHONG PANG)","HC","Healthcare Institution","103","YISHUN RING ROAD","01","73","na","760103","62352880","mayfairmedical.gm@gmail.com","na"
"201900000441","PT9718","SUPERGENIUS PRESCHOOL OASIS PTE. LTD.","CC","Childcare Centre","681","PUNGGOL DRIVE","05","01","na","820681","88773233","principal.oasis@supergenius.sg","na"
"201900000442","ST0221","PCF SPARKLETOTS PRESCHOOL @ MOULMEIN - CAIRNHILL BLK 10 (DS)","CC","Childcare Centre","10","GLOUCESTER ROAD","01","33","na","210010","62973354","Ong.Bee.Hong@pcf.org.sg","na"
"201900000443","ST0273","PCF SPARKLETOTS PRESCHOOL @ SENGKANG SOUTH BLK 535 (DS)","CC","Childcare Centre","535","HOUGANG STREET 52","01","18","na","530535","63851030","Noraini.Bte.Tabiin@pcf.org.sg","na"
"201900000444","ST0287","PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 518 (DS)","CC","Childcare Centre","518","SERANGOON NORTH AVENUE 4","01","218","na","550518","64830353","geraldine.shalimah.lee@pcf.org.sg","na"
"201900000445","ST0293","PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 556 (DS)","CC","Childcare Centre","556","ANG MO KIO AVENUE 10","01","1902","na","560556","64569714","Ida.Iryani.Ramli@pcf.org.sg","na"
"201500000892","EP15108","TLC SPEECH CLINIC PTE LTD","EI","Early Intervention Programmes","101","THOMSON ROAD","07","01","UNITED SQUARE","307591","62503816","contact@tlcspeechclinic.com","na"
"201500000894","SS20157886","Tokyo Megane (WS) Pte Ltd","OS","Optical Shop","1","PASIR RIS CENTRAL STREET 3","03","K04","White Sands","518457","65817717","ricksonchew@yahoo.com","na"
"201500000895","EP15109","THK MORAL CHARITIES LTD (MACPEHRSON)","EI","Early Intervention Programmes","121","PAYA LEBAR WAY","01","2859","na","381121","68059480","faithtan@thkmc.org.sg","na"
"201600000432","EP16115","STEP SINGAPORE PTE LTD","EI","Early Intervention Programmes","9","Temasek Boulevard","29","01","Suntec Tower 2","038989","na","info@autismstep.com","na"
"201600000510","PT9306","MINDCHAMPS PRESCHOOL @ CHANGI AIRPORT PTE LTD","CC","Childcare Centre","65","AIRPORT BOULEVARD","03","22","CHANGI AIRPORT TERMINAL 3","819663","90076331","SUFANGNG@MINDCHAMPS.ORG","na"
"201600000511","PT9315","LITTLE KINDER MONTESSORI @ PP LLP","CC","Childcare Centre","51","CHWEE CHIAN ROAD","na","na","na","119759","91393676","principal@littlekindermontessori.com","na"
"201600000549","SS20167942","Tokyo Megane (HF) Pte Ltd","OS","Optical Shop","1","MARITIME SQUARE","02","K7","HARBOURFRONT CENTRE","099253","63520533","ricksonchew@yahoo.com","na"
"201900000167","SS20198069","W HUB PTE LTD","OS","Optical Shop","205","BEDOK NORTH STREET 1","01","377","na","460205","na","WHUB@OUTLOOK.SG","na"
"201900000169","19M0121","ADMIRALTY FAMILY MEDICAL CLINIC","HC","Healthcare Institution","693","WOODLANDS AVENUE 6","01","08","na","730693","69048894","PUNGGOL_AW@HOTMAIL.COM","na"
"201900000271","EP16150","BRIDGING THE GAP PTE. LTD.","EI","Early Intervention Programmes","35","ROCHESTER DRIVE","03","26","ROCHESTER, THE","138639","69092170","sharewithus@bridgingthegap.com.sg","na"
"201900000406","ST0297","PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH BLK 48 (DS)","CC","Childcare Centre","48","TEBAN GARDENS ROAD","01","241","na","600048","65698256","Godge.Archana.Mandar@pcf.org.sg","na"
"201900000407","ST0330","PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 411 (DS)","CC","Childcare Centre","411","CHOA CHU KANG AVENUE 3","01","359","na","680411","67692092","Jessica.LeeML@pcf.org.sg","na"
"201900000408","ST0338","PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 581 (DS)","CC","Childcare Centre","581","WOODLANDS DRIVE 16","01","486","na","730581","63146160","Azian.Mohd.Stom@pcf.org.sg","na"
"201900000409","ST0344","PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 687B (DS)","CC","Childcare Centre","687B","WOODLANDS DRIVE 75","01","47","na","732687","63146162","Kathleen.OhBN@pcf.org.sg","na"
"201900000410","ST0346","PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 330 (DS)","CC","Childcare Centre","330","SEMBAWANG CLOSE","01","383","na","750330","62570112","Ren.Hao.Daniel.Ho@pcf.org.sg","na"
"201900000411","ST0356","PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH BLK 875 (DS)","CC","Childcare Centre","875","YISHUN ST 81","01","175","na","760875","67593514","Ong.Geok.Mui@pcf.org.sg","na"
"201900000412","ST0371","PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST BLK 671 (DS)","CC","Childcare Centre","671","YISHUN AVENUE 4","01","01","na","760671","64813512","Esther.AwYongBL@pcf.org.sg","na"
"201700000356","SS20177994","CLEAR VISION OPTOMETRIST","OS","Optical Shop","818","CHOA CHU KANG AVENUE 1","01","11","KEAT HONG MIRAGE","680818","67608825","2020visionoptom@gmail.com","na"
"201700000357","SS20177978","SPECTACLE HUT BOUTIQUE","OS","Optical Shop","391","ORCHARD ROAD","B2","27","TAKASHIMAYA S.C, NGEE ANN CITY","238872","na","doreen@spectaclehut.com.sg","na"
"201900000028","EB0017","E-BRIDGE PRE-SCHOOL PTE LTD","CC","Childcare Centre","140","CORPORATION DRIVE","01","07","na","610140","63363322","CORPORATION@E-BRIDGE.EDU.SG","na"
"201900000041","SS20198064","VIDERE EYECARE PTE LTD","OS","Optical Shop","583","ORCHARD ROAD","01","26","FORUM","238884","na","forum@videre-eyecare.com.sg","na"
"201900000252","19D0128","SUNSHINE DENTAL","HC","Healthcare Institution","371","BEACH ROAD","02","12","CITY GATE","199597","69741800","na","na"
"201900000256","19D0154","TRUST DENTAL SURGERY PTE. LTD.","HC","Healthcare Institution","491","JURONG WEST AVENUE 1","01","171","JURONGVILLE @ AVE 1","640491","67632528","drwong@trustdentalsurgery.com","na"
"201900000257","19M0178","TUAS SOUTH MEDICAL CENTRE","HC","Healthcare Institution","6","TUAS SOUTH STREET 15","01","103","CDPL (TUAS) DORMITORY","636906","98201646","mail@tuasmedical.com","na"
"201900000342","19D0230","Q & M DENTAL SURGERY (TANJONG KATONG) PTE LTD","HC","Healthcare Institution","11","TANJONG KATONG ROAD","B1","13","KINEX","437157","62416562","helen@qnm.sg","na"
"201900000343","19D0232","RAFFLESDENTAL","HC","Healthcare Institution","1","SCOTTS ROAD","04","09 TO","SHAW CENTRE","228208","68380070","d_shawcentre@rafflesmedical.com","na"
"201600000374","SS20167927","H2 HUB EYEWEAR","OS","Optical Shop","205","BEDOK NORTH STREET 1","01","377","na","460205","64487858","enyiwoo@h2hub.com.sg","na"
"201600000381","PT9304","LITTLE FOOTPRINTS PRESCHOOL PTE LTD","CC","Childcare Centre","205A","COMPASSVALE LANE","01","39","na","541205","62436629","mathi.bavani@littlefootprints.com.sg","na"
"201600000395","PT9298","GLOBAL TOTS @ ADMIRALTY PTE LTD","CC","Childcare Centre","12","ADMIRALTY ROAD EAST","na","na","na","759992","67554647","ADMIRALTY@GLOBALTOTS.COM.SG","na"
"201600000406","16D0242","POLYGEMS (PG) DENTAL CARE PTE. LTD.","HC","Healthcare Institution","305","WOODLANDS STREET 31","01","87","na","730305","63622204","na","na"
"201600000548","SS20167944","Vision Lab Eyewear Premium Pte Ltd","OS","Optical Shop","7","Wallich Street","B1","24","Tanjong Pagar Centre","078884","63868128","jingyi@visionlabeyewear.com.sg","na"
"201600000550","SS20167943","Spectacle Hut Pte Ltd","OS","Optical Shop","1","SENGKANG SQUARE","02","08","COMPASS ONE","545078","63367717","shsco@singnet.com.sg","na"
"201600000551","SS20167946","Chew's Optics","OS","Optical Shop","144","TECK WHYE LANE","01","211","na","680144","67601895","chewoptics@gmail.com","na"
"201700000083","MCPHA1700074","GUARDIAN PHARMACY (TAI SENG STREET)","PH","Pharmacy","18","TAI SENG STREET","01","19-21","18 TAI SENG","539775","68918321","wjtan@guardian.com.sg","na"
"201700000084","MCPHA1700073","GUARDIAN PHARMACY (WESTGATE)","PH","Pharmacy","3","GATEWAY DRIVE","B1","20","WESTGATE","608532","68918321","wjtan@guardian.com.sg","na"
"201700000086","PT9355","ILHAM CHILD CARE (EAST) PTE LTD","CC","Childcare Centre","1","UBI VIEW","01","20","FOCUS ONE","408555","67496323","PRINCIPAL@ILHAMCHILDCARE.COM","na"
"201800000642","18M0371","EDGEDALE MEDICAL CLINIC (CAMBRIDGE)","HC","Healthcare Institution","40","CAMBRIDGE ROAD","01","115","na","210040","62921088","edgedalecliniccambridge@gmail.com","na"
"201800000644","18M0369","PHOENIX MEDICAL GROUP ( CACTUS )","HC","Healthcare Institution","7","ANG MO KIO STREET 66","01","17","FLORAVISTA","567708","67639185","LYNYANG@PHOENIXMEDICAL.SG","na"
"201900000011","MCPH1800877","WATSON'S PERSONAL CARE STORES PTE LTD (POIZ CENTRE)","PH","Pharmacy","51","UPPER SERANGOON ROAD","01","55/56","THE POIZ CENTRE","347697","na","sherlin.toh@watsons.com.sg","na"
"201900000024","19D0017","CLEAR DENTAL CLINIC","HC","Healthcare Institution","38","TEBAN GARDENS ROAD","01","320","na","600038","62599650","CLEARDENTALTEBAN@GMAIL.COM","na"
"201900000132","19M0093","W MEDICAL","HC","Healthcare Institution","365","SEMBAWANG CRESCENT","01","06","na","750365","62731246","ganweilin@gmail.com","na"
"201800000448","SS20188043","CHINATOWN OPTICS","OS","Optical Shop","133","NEW BRIDGE ROAD","01","19","CHINATOWN POINT","059413","65383376","JOEY.ER@FRAMESLENSES.COM","na"
"201800000459","SS20188047","CANBERRA OPTICS","OS","Optical Shop","105","CANBERRA STREET","01","04","na","750105","62526624","sinlip2005@yahoo.com.sg","na"
"201900000450","ST0354","PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL BLK 646 (DS)","CC","Childcare Centre","646","YISHUN STREET 61","01","354","na","760646","62571146","Sulasteri.Bte.Sakiman@pcf.org.sg","na"
"201900000452","SS20198098","J GLASSES PTE LTD","OS","Optical Shop","10","PAYA LEBAR ROAD","03","17","PLQ MALL","409057","69709488","henrytan79@hotmail.com","na"
"201900000458","MCPHA1900422","GUARDIAN PHARMACY (VIVO)","PH","Pharmacy","1","HARBOURFRONT WALK","02","79","VIVO CITY","098585","62614776","gviv@guardian.com.sg","na"
"201900000459","MCPH1900428","UNITY BY FAIRPRICE THOMSON PLAZA (UTSZ)","PH","Pharmacy","301","UPPER THOMSON ROAD","01","100/1","THOMSON PLAZA","574408","na","mutsz@fairprice.com.sg","na"
"201900000461","19D0296","BRIGHT SMILE DENTAL SURGERY (BUANGKOK MRT) PTE LTD","HC","Healthcare Institution","10","SENGKANG CENTRAL","01","02","BUANGKOK MRT STATION","545061","67059888","helen@qnm.sg","na"
"201900000463","19M0295","Q & M MEDICAL CLINIC (BUANGKOK MRT) PTE. LTD.","HC","Healthcare Institution","10","SENGKANG CENTRAL","01","02","BUANGKOK MRT STATION","545061","62429133","foosj@qandm.com.sg","na"
"201900000465","ST0369","PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 801 (DS)","CC","Childcare Centre","801","KEAT HONG CLOSE","01","01","na","680801","68910214","anooradha@pcf.org.sg","na"
"201500000727","PT9205","LITTLE PETALS PRESCHOOL PTE. LTD.","CC","Childcare Centre","6","YISHUN INDUSTRIAL STREET 1","01","06","NORTH VIEW BIZHUB","768090","66352520","JOHN@LITTLEPETALS.SG","na"
"201500000735","15M0320","ONECARE CLINIC BUKIT PANJANG","HC","Healthcare Institution","547","SEGAR ROAD","01","05","MULTI STOREY CAR PARK","670547","62508533","onecare.bukitpanjang@gmail.com","na"
"201500000751","15M0338","ACCESS MEDICAL (WHAMPOA)","HC","Healthcare Institution","87","WHAMPOA DRIVE","01","869","na","320087","62521070","na","na"
"201500000839","YM0164","MY WORLD PRESCHOOL LTD.","CC","Childcare Centre","476C","UPPER SERANGOON VIEW","01","534","na","533476","63853461","CCUSR.VIEW@MYWORLD.ORG.SG","na"
"201500000840","ST0155","PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 825 (CC)","CC","Childcare Centre","825","JURONG WEST STREET 81","01","414","na","640825","67920225","Teo.Su.Lyn@pcf.org.sg","na"
"201500000841","PT9224","RAINBOW COVE @ SENNETT PTE. LTD.","CC","Childcare Centre","21","SENNETT LANE","na","na","na","466912","62462387","shelyn.rainbowcove@gmail.com","na"
"201500000842","SK0008","SKOOL4KIDZ CENTRE","CC","Childcare Centre","336B","ANCHORVALE CRESCENT","01","38","na","542336","67025186","SKAC@skool4kidz.com.sg","na"
"201600000053","16M0027","THE FAMILY PRACTICE@ SKYVILLE","HC","Healthcare Institution","85","DAWSON ROAD","01","06","na","141085","62551382","tfp.skyville@gmail.com","na"
"201800000428","18M0246","ACCESS MEDICAL (BRADDELL)","HC","Healthcare Institution","124","LORONG 1 TOA PAYOH","01","489","na","310124","67478180","accessmedicalpl@gmail.com","na"
"201900000184","EP16147","MINDCHAMPS ALLIED CARE @ EAST COAST PTE. LIMITED","EI","Early Intervention Programmes","136","TEMBELING ROAD","na","na","na","423645","na","kevinsuryadi@mindchamps.org","na"
"201900000413","ST0372","PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH WEST - BALESTIER BLK 131 (DS)","CC","Childcare Centre","131","LORONG 1 TOA PAYOH","03","01","na","310131","62589068","chia.see.choo@pcf.org.sg","na"
"201900000414","ST0374","PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 446 (DS)","CC","Childcare Centre","446","BUKIT BATOK WEST AVENUE 8","02","01","na","650446","98516616","Simarjeet.Kaur.Harbajan@pcf.org.sg","na"
"201900000415","ST0381","PCF SPARKLETOTS PRESCHOOL @ KOLAM AYER BLK 26B (CC)","CC","Childcare Centre","26B","ST. GEORGE'S LANE","na","na","ST GEORGE'S TOWERS","322026","62444600","Kalamathy.Miniandi@PCF.org.sg","na"
"201900000416","YM0183","MY WORLD PRESCHOOL LTD","CC","Childcare Centre","460","BUKIT BATOK WEST AVENUE 9","01","01","MULTI STOREY CAR PARK","650460","69178944","ccwest.quarrybb@myworld.org.sg","na"
"201500000737","15M0323","VIVA MEDICAL GROUP (WESTSIDE)","HC","Healthcare Institution","154","WEST COAST ROAD","01","81","WEST COAST PLAZA","127371","67779069","tanclinicandsurgery@gmail.com","na"
"201500000745","15M0327","MINDCHAMPS MEDICAL CLINIC","HC","Healthcare Institution","11","TANJONG KATONG ROAD","02","03","ONE KM","437157","63845644","medical.onekm@mindchamps.org","na"
"201500000746","15M0326","MY EYE SPECIALIST & RETINA SURGEON","HC","Healthcare Institution","38","IRRAWADDY ROAD","10","42","MOUNT ELIZABETH NOVENA SPECIALIS","329563","62508421","aceeyeretina@gmail.com","na"
"201500000748","15M0325","THE EYECLINIC BY DR CHERYL LEE","HC","Healthcare Institution","333A","ORCHARD ROAD","04","24/25","MANDARIN GALLERY","238897","62355833","na","na"
"201500000912","15D0422","CASA DENTAL (HOLLAND)","HC","Healthcare Institution","45","HOLLAND DRIVE","01","353","na","270045","68730451","casadental.management@gmail.com","na"
"201600000029","PT9235","LITTLE GEMS PRESCHOOL PTE LTD","CC","Childcare Centre","3","ANG MO KIO STREET 62","01","09","LINK@AMK","569139","62537009","contact@littlegemspreschool.sg","na"
"201600000190","16M0109","ADELPHI PSYCH MEDICINE CLINIC","HC","Healthcare Institution","1","COLEMAN STREET","04","32","THE ADELPHI","179803","62509833","hello@adelphipsych.sg","na"
"201600000191","16M0106","HEALTHMARK FAMILY CLINIC (WATERWAY)","HC","Healthcare Institution","671","EDGEFIELD PLAINS","02","04","na","820671","63849632","na","na"
"201500000797","15M0356","DR.W FAMILY CLINIC","HC","Healthcare Institution","8","EMPRESS ROAD","01","09","na","260008","4754262","na","na"
"201500000815","15M0368","STANDARD CLINIC & SURGERY","HC","Healthcare Institution","261","PUNGGOL WAY","01","05","MULTI STOREY CAR PARK","820261","64441950","na","na"
"201500000855","15D0388","NEUGEN DENTAL","HC","Healthcare Institution","631","BEDOK RESERVOIR ROAD","01","978","na","470631","64448915","admin@neugendental.com","na"
"201500000866","15M0397","PROHEALTH MEDICAL GROUP @ HOUGANG PTE LTD","HC","Healthcare Institution","476D","UPPER SERANGOON VIEW","02","04","na","537476","63847662","prohealthhg@phmgpl.com","na"
"201500000868","15D0398","TEETH. Q DENTAL SURGEONS @ HOUGANG GREEN","HC","Healthcare Institution","21","HOUGANG STREET 51","01","21","HOUGANG GREEN SHOPPING MALL","538719","63855745","na","na"
"201500000871","15M0399","WELLNESS & GYNAECOLOGY CENTRE BY DR JULINDA LEE","HC","Healthcare Institution","290","ORCHARD ROAD","16","07/08","PARAGON","238859","62352152","regulatory@smg.sg","na"
"201800000116","PT9446","WCHESTER PRESCHOOLERS PTE LTD","CC","Childcare Centre","1","KAY SIANG ROAD","01","01","na","248922","67370643","welcome@winchester.school","na"
"201800000122","PT9456","SPRING BRAINY KIDZ (BUKIT BATOK) PTE LTD","CC","Childcare Centre","296A","BUKIT BATOK STREET 22","01","56","SKYLINE II @ BUKIT BATOK","651296","66554128","springbrainykidzbb@gmail.com","na"
"201500000719","15D0310","LUMINOUS DENTAL CLINIC @ 821 TAMPINES","HC","Healthcare Institution","821","TAMPINES STREET 81","01","226","na","520821","66363080","rebecca.tan@luminousdentalgroup.com","na"
"201500000720","15D0313","NUFFIELD DENTAL SERANGOON GARDENS","HC","Healthcare Institution","57","SERANGOON GARDEN WAY","na","na","SERANGOON GARDEN ESTATE","555953","62807909","na","na"
"201500000786","15D0350","FIRST AVENUE DENTAL SURGERY","HC","Healthcare Institution","301","UBI AVENUE 1","01","237","na","400301","67451182","firstavenuedentalsurgery@gmail.com","na"
"201500000909","15D0420","DENTAL FOCUS BENDEMEER CLINIC","HC","Healthcare Institution","30","BENDEMEER ROAD","01","883","na","330030","62966848","BENDEMEER@SMILESDFI.COM","na"
"201500000910","15C0418","LIFE FAMILY CLINIC","HC","Healthcare Institution","713","ANG MO KIO AVE 6","01","4052","na","560713","64563535","drlimks@lifefamilyclinic.com","na"
"201500000911","15D0419","SHUANG DENTISTRY","HC","Healthcare Institution","317B","YISHUN AVENUE 9","01","284","YISHUN GREENWALK","762317","62030010","enquiry@shuangdentistry.com.sg","na"
"201600000089","PT9257","SUPERLAND PRE-SCHOOL (UE SQUARE) PTE. LTD.","CC","Childcare Centre","81A","CLEMENCEAU AVENUE","04","15","UE SQUARE","239918","62356898","UESQUARE@SUPERLAND.SG","na"
"201600000090","ST0365","PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST BLK 308B (DS)","KN","Kindergarten","308B","PUNGGOL WALK","01","364","na","822308","64448032","Serene.NgSH@pcf.org.sg","na"
"201600000091","ST0366","PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 475C (DS)","KN","Kindergarten","475C","UPPER SERANGOON CRESCENT","01","547","na","533475","63855687","Nurhaseena.Chin@pcf.org.sg","na"
"201600000094","RC1778","NEW LIFE COMMUNITY SERVICES","CC","Childcare Centre","1","WOODLANDS ROAD","04","02","TEN MILE JUNCTION","677899","68920084","enquiry.j10cc@newlife.org.sg","na"
"201600000102","PT9256","ACEKIDZ @ LAKEVISTA PTE. LTD.","CC","Childcare Centre","138","YUAN CHING ROAD","na","na","LAKE VISTA @ YUAN CHING","610138","64932456","LAKEVISTA@ACEKIDZ.SG","na"
"201800000617","PT9521","LITTLE PADDINGTON PRESCHOOL EC PTE LTD","CC","Childcare Centre","26A","JALAN ULU SIGLAP","na","na","na","457184","62803007","ADMIN@LITTLEPADDINGTON.COM","na"
"201800000624","PT9523","GUG PRESCHOOL @ TAMPINES PTE LTD","CC","Childcare Centre","300","TAMPINES AVENUE 5","07","01","INCOME AT TAMPINES JUNCTION","529653","67884722","adil.goh@gugifted.com","na"
"201900000309","PT9696","KIDSCAMPUS (CHANGI SIMEI) PTE LTD","CC","Childcare Centre","10","SIMEI STREET 2","04","01","na","529915","62261126","INFO@KIDSCAMPUS.SG","na"
"201900000310","MCPHA1900352","GUARDIAN PHARMACY (ANG MO KIO HUB)","PH","Pharmacy","53","ANG MO KIO AVENUE 3","B2","01/02","AMK HUB","569933","62354973","gamk@guardian.com.sg","na"
"201900000311","MCPH1900344","WATSON'S PERSONAL CARE STORES PTE LTD (PAYA LEBAR QUARTER)","PH","Pharmacy","10","PAYA LEBAR ROAD","02","19","na","409057","65920357","helena.hor@watsons.com.sg","na"
"201500000820","15M0373","NAAMAN SKIN & LASER CENTRE","HC","Healthcare Institution","10","SINARAN DRIVE","10","16","NOVENA MEDICAL CENTER SQUARE 2","307506","63972833","naamanclinic@gmail.com","na"
"201500000917","PT9245","LITTLE FOOTPRINTS PRESCHOOL @ PUNGGOL BEACH PTE LTD","CC","Childcare Centre","33","PONGGOL TWENTY-FOURTH AVENUE","na","na","na","829498","64257677","mindy.chng@nurture.com.sg","na"
"201600000202","16D0115","G DENTAL CENTER","HC","Healthcare Institution","25","GHIM MOH LINK","01","04","GHIM MOH VALLEY","270025","62621580","gsmilestaff@gmail.com","na"
